Departure Date,Sum_of_Revenue
2018-08-16,362.0
2018-08-16,362.0
2018-08-31,514.17
2018-08-31,514.17
2018-09-03,2750.0
2018-09-03,2750.0
2018-08-31,892.7999999999993
2018-08-31,892.7999999999993
2018-08-31,89.77
2018-08-31,89.77
2018-09-03,492.42
2018-09-03,492.42
2018-08-31,871.0
2018-08-31,871.0
2018-09-03,508.17
2018-09-03,508.17
2018-09-03,396.72
2018-09-03,396.72
2018-08-28,1141.9
2018-08-28,1141.9
2018-08-31,295.0
2018-08-31,295.0
2018-09-12,1485.0
2018-09-12,1485.0
2018-08-31,360.0
2018-08-31,360.0
2018-09-03,1434.19
2018-09-03,1434.19
2018-09-03,720.0
2018-09-03,720.0
2018-09-03,
2018-09-03,
2018-08-31,820.0
2018-08-31,820.0
2018-09-06,2331.5600000000004
2018-09-06,2331.5600000000004
2018-09-03,98.78
2018-09-03,98.78
2018-09-04,20.0
2018-09-04,20.0
2018-09-04,20.0
2018-09-16,2433.63
2018-09-16,2433.63
2018-09-16,2418.7
2018-09-16,2418.7
2018-08-31,529.85
2018-08-31,529.85
2018-09-21,1304.85
2018-09-21,1304.85
2018-09-03,185.5
2018-09-03,185.5
2018-09-24,3236.39
2018-09-24,3236.39
2018-09-03,1825.0
2018-09-03,1825.0
2018-09-03,1825.0
2018-09-03,1950.0
2018-09-03,1950.0
2018-09-03,1950.0
2018-09-03,284.0
2018-09-03,284.0
2018-10-24,7893.75
2018-10-24,7893.75
2018-09-23,663.8999999999999
2018-09-23,663.8999999999999
2018-08-31,340.5
2018-08-31,340.5
2018-09-08,2050.27
2018-09-08,2050.27
2018-09-05,37.69
2018-09-05,37.69
2018-09-03,320.73
2018-09-03,320.73
2018-09-03,542.58
2018-09-03,542.58
2018-09-03,667.52
2018-09-03,667.52
2018-09-16,9259.2
2018-09-16,9259.2
2018-09-03,398.32
2018-09-03,398.32
2018-09-03,294.86
2018-09-03,294.86
2018-09-05,2100.0
2018-09-05,2100.0
2018-09-05,2100.0
2018-09-06,355.0
2018-09-06,355.0
2018-09-07,355.0
2018-09-07,355.0
2018-09-07,355.0
2018-09-07,355.0
2018-09-03,254.26
2018-09-03,254.26
2018-09-07,355.0
2018-09-07,355.0
2018-09-03,205.0
2018-09-03,205.0
2018-09-03,609.37
2018-09-03,609.37
2018-09-03,240.45
2018-09-03,240.45
2018-09-01,1875.0
2018-09-01,1875.0
2018-09-01,1875.0
2018-09-06,1749.71
2018-09-10,2750.0
2018-09-04,384.0
2018-09-04,384.0
2018-09-03,360.0
2018-09-03,360.0
2018-09-04,575.0
2018-09-04,575.0
2018-09-04,289.0
2018-09-04,289.0
2018-09-06,289.0
2018-09-06,289.0
2018-09-07,413.78
2018-09-07,413.78
2018-09-04,310.0
2018-09-04,310.0
2018-09-03,310.0
2018-09-03,310.0
2018-09-06,261.0
2018-09-06,261.0
2018-09-05,268.0
2018-09-05,268.0
2018-09-04,360.0
2018-09-04,360.0
2018-09-04,360.0
2018-09-04,360.0
2018-09-04,289.0
2018-09-04,289.0
2018-09-04,616.9300000000002
2018-09-04,616.9300000000002
2018-09-04,310.0
2018-09-04,310.0
2018-09-04,310.0
2018-09-04,310.0
2018-09-06,261.0
2018-09-06,261.0
2018-09-07,362.25
2018-09-07,362.25
2018-09-04,480.0
2018-09-04,480.0
2018-09-05,268.0
2018-09-05,268.0
2018-09-04,360.0
2018-09-04,360.0
2018-09-10,690.0
2018-09-04,320.73
2018-09-04,320.73
2018-09-04,308.31
2018-09-04,308.31
2018-09-14,8227.0
2018-09-14,8227.0
2018-09-24,1315.0700000000004
2018-09-24,1315.0700000000004
2018-09-06,2490.0600000000004
2018-09-06,2490.0600000000004
2018-09-10,1568.53
2018-09-10,1568.53
2018-09-05,1492.87
2018-09-05,1492.87
2018-09-15,1655.0
2018-09-15,1655.0
2018-09-05,506.95
2018-09-05,506.95
2018-10-04,1386.14
2018-10-04,1386.14
2018-09-21,1494.87
2018-09-21,1494.87
2018-09-05,1823.64
2018-09-05,1823.64
2018-09-21,2251.85
2018-09-21,2251.85
2018-09-04,307.0
2018-09-04,307.0
2018-09-13,5320.6100000000015
2018-09-13,5320.6100000000015
2018-09-09,14050.41
2018-09-09,14050.41
2018-09-04,163.17
2018-09-04,163.17
2018-09-16,3199.48
2018-09-16,3199.48
2018-09-04,226.7
2018-09-04,226.7
2018-09-23,4418.06
2018-09-23,4418.06
2018-09-06,284.0
2018-09-06,284.0
2018-09-04,200.02
2018-09-04,200.02
2018-09-04,1019.5
2018-09-04,1019.5
2018-09-04,468.79
2018-09-04,468.79
2018-09-04,690.0
2018-09-05,690.0
2018-09-11,690.0
2018-09-05,729.5
2018-09-05,729.5
2018-08-01,3008.0
2018-08-01,3008.0
2018-09-16,7211.8
2018-09-16,7211.8
2018-09-04,290.0
2018-09-04,609.37
2018-09-04,609.37
2018-09-04,681.0
2018-09-04,681.0
2018-09-18,2750.0
2018-09-07,636.28
2018-09-04,174.72
2018-09-04,174.72
2018-09-17,5405.93
2018-09-17,5405.93
2018-09-15,2722.2200000000007
2018-09-15,2722.2200000000007
2018-09-13,2750.0
2018-09-04,190.76
2018-09-04,190.76
2018-09-07,290.0
2018-09-07,290.0
2018-09-07,239.0
2018-09-07,239.0
2018-09-07,60.0
2018-09-07,60.0
2018-09-07,777.76
2018-09-07,777.76
2018-09-07,174.79
2018-09-07,174.79
2018-09-04,520.0
2018-09-11,570.0
2018-09-11,570.0
2018-09-04,643.83
2018-09-04,643.83
2018-09-04,326.0
2018-09-04,556.05
2018-09-04,556.05
2018-09-14,825.0
2018-09-14,825.0
2018-09-05,506.95
2018-09-05,506.95
2018-09-04,506.95
2018-09-04,506.95
2018-09-04,1191.53
2018-09-04,1191.53
2018-10-02,400.0
2018-09-12,780.0
2018-09-20,530.0
2018-09-20,530.0
2018-09-07,190.45
2018-09-07,190.45
2018-09-14,430.0
2018-09-14,430.0
2018-09-07,191.54
2018-09-07,191.54
2018-09-07,33.230000000000004
2018-09-07,33.230000000000004
2018-09-04,495.0
2018-09-04,495.0
2018-09-05,205.0
2018-09-05,205.0
2018-09-16,11833.95
2018-09-16,11833.95
2018-09-25,5500.529999999999
2018-09-25,5500.529999999999
2018-09-07,896.57
2018-09-07,896.57
2018-12-08,2462.33
2018-12-08,2462.33
2018-09-16,4733.89
2018-09-16,4733.89
2018-09-06,264.12
2018-09-06,264.12
2018-09-05,173.0
2018-09-05,173.0
2018-09-05,173.0
2018-09-16,2492.67
2018-09-16,2492.67
2018-09-20,3645.93
2018-09-20,3645.93
2018-09-26,3333.21
2018-09-26,3333.21
2018-09-07,81.47000000000001
2018-09-07,81.47000000000001
2018-09-18,2382.01
2018-09-18,2382.01
2018-09-29,1258.7299999999998
2018-09-29,1258.7299999999998
2018-09-15,1555.8
2018-09-15,1555.8
2018-09-15,2534.800000000001
2018-09-15,2534.800000000001
2018-10-02,871.8499999999998
2018-10-02,871.8499999999998
2018-09-27,4352.82
2018-09-27,4352.82
2018-09-29,4447.0
2018-09-29,4447.0
2018-10-19,1819.43
2018-10-19,1819.43
2018-09-05,360.0
2018-09-05,360.0
2018-09-06,175.0
2018-09-06,175.0
2018-10-16,2398.81
2018-10-16,2398.81
2018-10-19,2078.9700000000007
2018-10-19,2078.9700000000007
2018-09-05,289.0
2018-09-05,289.0
2018-10-22,1981.91
2018-10-22,1981.91
2018-09-05,289.0
2018-09-05,289.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-06,367.88
2018-09-06,367.88
2018-09-07,157.6
2018-09-07,157.6
2018-09-07,268.0
2018-09-07,268.0
2018-09-05,360.0
2018-09-05,360.0
2018-09-06,360.0
2018-09-06,360.0
2018-09-16,2633.46
2018-09-16,2633.46
2018-09-07,289.0
2018-09-07,289.0
2018-09-10,289.0
2018-09-10,289.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-06,310.0
2018-09-10,261.0
2018-09-10,261.0
2018-09-06,268.0
2018-09-06,268.0
2018-09-06,360.0
2018-09-06,360.0
2018-09-05,155.0
2018-09-05,155.0
2018-09-07,360.0
2018-09-07,360.0
2018-09-07,170.0
2018-09-07,170.0
2018-09-07,310.0
2018-09-07,310.0
2018-09-10,268.0
2018-09-10,268.0
2018-09-07,360.0
2018-09-07,360.0
2018-09-23,5782.750000000001
2018-09-23,5782.750000000001
2018-09-07,1025.0
2018-09-07,1025.0
2018-09-04,550.0
2018-09-04,550.0
2018-09-05,2359.04
2018-09-05,2359.04
2018-09-06,1825.0
2018-09-06,1825.0
2018-09-06,1825.0
2018-09-05,603.48
2018-09-05,603.48
2018-09-07,1000.0
2018-09-07,1000.0
2018-09-06,1995.0
2018-09-06,1995.0
2018-09-06,1995.0
2018-09-06,572.0
2018-09-06,572.0
2018-09-06,572.0
2018-09-06,261.0
2018-09-06,261.0
2018-09-06,261.0
2018-09-05,465.34
2018-09-05,465.34
2018-09-15,1289.65
2018-09-15,1289.65
2018-09-05,324.72
2018-09-05,324.72
2018-09-05,1540.0
2018-09-05,1540.0
2018-09-05,370.94
2018-09-05,370.94
2018-09-05,492.21
2018-09-05,492.21
2018-09-10,220.0
2018-09-10,220.0
2018-09-05,372.51
2018-09-05,372.51
2018-09-17,1485.0
2018-09-17,1485.0
2018-09-07,1025.0
2018-09-07,1025.0
2018-09-07,1193.75
2018-09-07,1193.75
2018-09-07,1115.0
2018-09-07,1115.0
2018-09-15,1401.09
2018-09-15,1401.09
2018-09-07,290.98
2018-09-07,290.98
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-05,585.0
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-10,1025.0
2018-09-10,934.61
2018-09-10,934.61
2018-09-10,388.39
2018-09-10,388.39
2018-09-06,155.66
2018-09-06,155.66
2018-08-19,1509.11
2018-08-19,1509.11
2018-09-17,1795.0
2018-09-17,1795.0
2018-09-17,1795.0
2018-09-06,2359.04
2018-09-06,2359.04
2018-09-12,550.0
2018-09-12,550.0
2018-11-09,1656.08
2018-11-09,1656.08
2018-09-07,700.13
2018-09-07,700.13
2018-09-12,
2018-09-12,
2018-09-07,603.48
2018-09-07,603.48
2018-09-13,600.0
2018-09-13,600.0
2018-09-11,20.0
2018-09-11,20.0
2018-09-12,770.0
2018-09-11,610.0
2018-09-07,884.48
2018-09-07,884.48
2018-09-28,1384.75
2018-09-28,1384.75
2018-09-07,1384.75
2018-09-07,1384.75
2018-10-04,760.5
2018-10-04,760.5
2018-09-10,636.28
2018-09-13,2519.35
2018-09-13,2519.35
2018-09-17,1737.43
2018-09-20,2281.05
2018-09-20,2281.05
2018-09-09,4791.94
2018-09-09,4791.94
2018-09-07,627.31
2018-09-07,627.31
2018-09-11,3596.6
2018-09-11,3596.6
2018-09-20,2403.22
2018-09-20,2403.22
2018-09-20,1714.91
2018-09-20,5083.14
2018-09-20,5083.14
2018-11-01,2343.53
2018-11-01,2343.53
2018-09-07,280.37
2018-09-07,280.37
2018-09-19,2878.28
2018-09-19,2878.28
2018-09-06,513.0
2018-09-06,513.0
2018-09-13,2585.73
2018-09-13,2585.73
2018-09-13,2326.57
2018-09-13,2326.57
2018-09-10,220.0
2018-09-10,220.0
2018-09-13,2326.57
2018-09-13,2326.57
2018-09-07,167.0
2018-09-07,167.0
2018-09-07,681.5
2018-09-07,681.5
2018-09-10,255.0
2018-09-10,255.0
2018-09-10,325.0
2018-09-10,325.0
2018-09-21,7390.61
2018-09-21,7390.61
2018-09-07,395.21
2018-09-07,395.21
2018-09-14,6420.01
2018-09-14,6420.01
2018-09-23,6699.91
2018-09-23,6699.91
2018-09-23,7215.65
2018-09-23,7215.65
2018-09-28,1375.6
2018-09-28,1375.6
2018-09-10,1343.25
2018-09-10,1343.25
2018-09-26,845.0
2018-09-07,1110.0
2018-09-07,1110.0
2018-09-07,1110.0
2018-09-07,1110.0
2018-09-07,1110.0
2018-09-07,1110.0
2018-09-10,1430.0
2018-09-10,1430.0
2018-09-10,1430.0
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-10,1136.64
2018-09-10,1136.64
2018-09-10,1136.64
2018-09-06,825.0
2018-09-06,825.0
2018-09-06,678.48
2018-09-06,678.48
2018-09-10,1136.64
2018-09-10,1136.64
2018-09-10,1136.64
2018-09-11,1181.64
2018-09-11,1181.64
2018-09-11,1181.64
2018-09-12,1136.64
2018-09-12,1136.64
2018-09-12,1136.64
2018-09-13,1136.64
2018-09-13,1136.64
2018-09-13,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-14,1136.64
2018-09-06,520.0
2018-09-11,169.41
2018-09-11,169.41
2018-09-06,370.0
2018-09-07,378.26
2018-09-07,378.26
2018-09-06,350.0
2018-09-06,350.0
2018-09-25,1635.0
2018-09-25,1635.0
2018-09-17,15600.0
2018-09-17,15600.0
2018-09-17,15600.0
2018-09-11,2119.5
2018-09-11,2119.5
2018-09-06,372.44
2018-09-06,372.44
2018-09-11,607.01
2018-09-11,607.01
2018-09-07,270.0
2018-09-07,270.0
2018-09-26,1221.0299999999995
2018-09-26,1221.0299999999995
2018-09-24,15600.0
2018-09-24,15600.0
2018-09-24,15600.0
2018-10-01,15600.0
2018-10-01,15600.0
2018-10-01,15600.0
2018-09-06,643.83
2018-09-06,643.83
2018-09-06,492.36
2018-09-06,492.36
2018-10-09,1867.19
2018-10-09,1867.19
2018-09-17,3010.42
2018-09-17,3010.42
2018-09-07,393.55
2018-09-07,393.55
2018-09-07,338.27
2018-09-07,338.27
2018-09-07,1462.43
2018-09-07,1462.43
2018-09-25,1875.47
2018-09-25,1875.47
2018-09-25,1875.47
2018-09-19,1389.0
2018-09-19,1389.0
2018-09-13,2352.73
2018-09-13,2352.73
2018-09-07,627.77
2018-09-07,627.77
2018-09-07,1100.0
2018-09-07,1100.0
2018-09-30,4850.89
2018-09-30,4850.89
2018-09-25,5621.019999999999
2018-09-25,5621.019999999999
2018-09-16,1458.14
2018-09-22,2191.41
2018-09-22,2191.41
2018-09-11,5362.730000000001
2018-09-11,5362.730000000001
2018-09-11,3875.04
2018-09-11,3875.04
2018-09-22,7786.000000000003
2018-09-22,7786.000000000003
2018-10-19,780.06
2018-10-19,780.06
2018-09-07,722.96
2018-09-07,722.96
2018-09-10,590.0
2018-09-10,590.0
2018-09-10,289.0
2018-09-10,289.0
2018-09-11,289.0
2018-09-11,289.0
2018-07-18,
2018-07-18,
2018-07-18,
2018-09-16,3397.65
2018-09-16,3397.65
2018-09-10,310.0
2018-09-10,310.0
2018-09-10,310.0
2018-09-10,310.0
2018-09-10,339.75
2018-09-10,339.75
2018-09-12,268.0
2018-09-12,268.0
2018-09-12,360.0
2018-09-12,360.0
2018-09-13,261.0
2018-09-13,261.0
2018-09-11,208.0
2018-09-11,208.0
2018-09-11,125.28
2018-10-16,1867.19
2018-10-16,1867.19
2018-09-10,1625.0
2018-09-10,1625.0
2018-09-10,1625.0
2018-09-07,391.65
2018-09-07,377.2
2018-09-07,377.2
2018-09-07,395.24
2018-09-07,395.24
2018-09-07,1328.78
2018-09-07,1328.78
2018-09-06,380.0
2018-09-06,380.0
2018-09-07,95.0
2018-09-07,95.0
2018-09-07,603.48
2018-09-07,603.48
2018-09-10,1343.25
2018-09-10,1343.25
2018-09-11,1235.0
2018-09-11,1235.0
2018-09-07,95.0
2018-09-07,95.0
2018-09-10,385.83
2018-09-10,385.83
2018-10-17,8447.160000000002
2018-10-17,8447.160000000002
2018-09-07,659.55
2018-09-07,659.55
2018-10-16,2060.24
2018-10-16,2060.24
2018-08-22,2789.24
2018-08-22,2789.24
2018-08-22,818.22
2018-08-22,818.22
2018-09-07,513.98
2018-09-07,513.98
2018-09-27,1300.4
2018-09-27,1300.4
2018-09-07,606.05
2018-09-07,606.05
2018-09-07,492.42
2018-09-07,492.42
2018-09-10,1413.84
2018-09-10,1413.84
2018-10-15,1795.0
2018-10-15,1795.0
2018-10-15,1795.0
2018-09-10,3402.2
2018-09-10,3402.2
2018-09-10,3402.2
2018-09-10,840.0
2018-09-10,370.94
2018-09-10,370.94
2018-09-10,324.72
2018-09-10,324.72
2018-09-02,880.2200000000001
2018-09-02,880.2200000000001
2018-09-11,1290.0
2018-08-07,2736.09
2018-08-07,2736.09
2018-09-11,267.35
2018-09-11,267.35
2018-08-22,382.5
2018-08-22,382.5
2018-09-26,1389.19
2018-09-26,1389.19
2018-09-10,1562.69
2018-09-10,1562.69
2018-09-11,292.86
2018-09-11,292.86
2018-09-11,658.1
2018-09-11,658.1
2018-09-11,531.4
2018-09-11,531.4
2018-10-06,720.89
2018-10-06,720.89
2018-09-17,1385.9
2018-09-17,1385.9
2018-09-27,1425.9
2018-09-27,1425.9
2018-10-11,1425.9
2018-10-11,1425.9
2018-10-11,1425.9
2018-10-11,1425.9
2018-09-25,1425.9
2018-09-25,1425.9
2018-10-31,1949.0
2018-10-31,1949.0
2018-10-03,1949.0
2018-10-03,1949.0
2018-10-23,1949.0
2018-10-23,1949.0
2018-10-03,1949.0
2018-10-03,1949.0
2018-10-24,1949.0
2018-10-24,1949.0
2018-10-03,1949.0
2018-10-03,1949.0
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-09-26,1949.84
2018-11-01,1946.5
2018-11-01,1946.5
2018-10-24,1949.0
2018-10-24,1949.0
2018-10-24,1949.0
2018-10-24,1949.0
2018-11-02,1946.5
2018-11-02,1946.5
2018-10-30,1946.5
2018-10-30,1946.5
2018-11-02,1946.5
2018-11-02,1946.5
2018-10-16,1949.0
2018-10-16,1949.0
2018-11-07,1946.5
2018-11-07,1946.5
2018-11-07,1946.5
2018-11-07,1946.5
2018-10-24,1949.0
2018-10-24,1949.0
2018-11-06,1946.5
2018-11-06,1946.5
2018-11-07,1946.5
2018-11-07,1946.5
2018-10-27,1232.5
2018-10-27,1232.5
2018-10-27,1232.5
2018-10-27,1232.5
2018-10-17,1265.0
2018-10-17,1265.0
2018-10-24,1262.5
2018-10-24,1262.5
2018-10-24,1262.5
2018-10-24,1262.5
2018-10-27,1232.5
2018-10-27,1232.5
2018-10-08,1365.67
2018-10-08,1365.67
2018-10-02,1365.67
2018-10-02,1365.67
2018-10-31,1365.67
2018-10-31,1365.67
2018-09-25,1414.9
2018-09-25,1414.9
2018-10-23,1867.19
2018-10-23,1867.19
2018-09-10,1630.0
2018-09-10,1630.0
2018-09-16,4790.54
2018-09-16,4790.54
2018-09-10,286.06
2018-09-10,286.06
2018-09-12,223.52
2018-09-12,223.52
2018-09-11,565.0
2018-09-11,565.0
2018-09-12,565.0
2018-09-13,565.0
2018-09-14,565.0
2018-09-13,565.0
2018-09-10,431.84
2018-09-10,431.84
2018-09-10,431.84
2018-09-11,585.0
2018-09-07,550.0
2018-09-07,550.0
2018-09-12,472.77
2018-09-12,472.77
2018-11-06,1867.19
2018-11-06,1867.19
2018-09-13,613.26
2018-09-13,613.26
2018-09-11,1021.51
2018-09-11,1021.51
2018-09-18,3952.22
2018-09-18,3952.22
2018-09-26,11811.63
2018-09-26,11811.63
2018-09-10,948.5
2018-09-10,948.5
2018-09-10,1919.5
2018-09-10,1919.5
2018-09-13,1619.5
2018-09-13,1619.5
2018-09-13,1619.5
2018-09-10,505.6
2018-09-10,505.6
2018-09-17,3050.0
2018-09-17,3050.0
2018-09-17,3050.0
2018-09-17,1430.0
2018-09-17,1430.0
2018-09-17,1430.0
2018-09-10,329.87
2018-09-10,329.87
2018-09-10,329.87
2018-09-10,603.48
2018-09-10,603.48
2018-09-10,603.48
2018-09-10,603.48
2018-09-11,814.0
2018-09-11,814.0
2018-09-11,814.0
2018-09-11,574.2
2018-09-11,574.2
2018-09-11,83.24999999999996
2018-09-11,83.24999999999996
2018-09-10,524.9
2018-09-10,524.9
2018-09-10,636.28
2018-09-11,200.0
2018-09-11,200.0
2018-09-11,200.0
2018-09-22,553.99
2018-09-22,553.99
2018-09-12,690.0
2018-10-08,1886.74
2018-10-08,1886.74
2018-09-10,326.63
2018-09-10,326.63
2018-10-14,2790.52
2018-10-14,2790.52
2018-09-11,643.83
2018-09-11,643.83
2018-09-11,690.0
2018-09-10,1026.7199999999998
2018-09-10,1026.7199999999998
2018-09-11,690.0
2018-09-13,290.0
2018-09-13,290.0
2018-09-11,787.7800000000002
2018-09-11,787.7800000000002
2018-09-13,690.0
2018-09-12,690.0
2018-09-13,690.0
2018-09-12,845.0
2018-09-14,690.0
2018-09-11,350.24
2018-09-10,440.0
2018-09-10,440.0
2018-09-11,432.34
2018-09-11,432.34
2018-09-14,690.0
2018-09-13,690.0
2018-09-17,1430.0
2018-09-17,1430.0
2018-09-17,1430.0
2018-09-13,176.7
2018-09-13,176.7
2018-07-14,295.37
2018-09-11,360.0
2018-09-11,360.0
2018-09-11,289.0
2018-09-11,289.0
2018-09-13,690.0
2018-09-12,360.0
2018-09-12,360.0
2018-09-13,865.0
2018-09-11,288.0
2018-09-11,288.0
2018-09-11,288.0
2018-09-10,355.0
2018-09-10,355.0
2018-09-11,1685.0
2018-09-11,1685.0
2018-10-08,1748.44
2018-10-08,1748.44
2018-10-01,2250.01
2018-10-01,2250.01
2018-09-19,3045.4800000000005
2018-09-19,3045.4800000000005
2018-09-21,1218.54
2018-09-21,1218.54
2018-09-20,2387.96
2018-09-20,2387.96
2018-09-11,603.48
2018-09-11,603.48
2018-09-11,603.48
2018-09-11,603.48
2018-09-11,452.63
2018-09-11,452.63
2018-09-10,375.96
2018-09-10,375.96
2018-09-12,317.67
2018-09-12,317.67
2018-09-11,1328.78
2018-09-11,1328.78
2018-09-11,95.0
2018-09-11,95.0
2018-09-12,290.0
2018-09-12,290.0
2018-09-11,342.39
2018-09-11,342.39
2018-09-23,3995.39
2018-09-23,3995.39
2018-09-21,3760.49
2018-09-21,3760.49
2018-09-14,540.0
2018-09-14,540.0
2018-09-14,5065.920000000001
2018-09-14,5065.920000000001
2018-09-12,300.0
2018-09-14,470.0
2018-09-14,470.0
2018-09-17,185.0
2018-09-17,185.0
2018-09-17,3569.5
2018-09-17,3569.5
2018-09-17,3569.5
2018-09-13,1050.5
2018-09-13,1050.5
2018-09-18,235.0
2018-09-18,235.0
2018-09-18,165.0
2018-09-18,165.0
2018-09-11,270.0
2018-09-11,270.0
2018-09-11,270.0
2018-09-14,470.0
2018-09-14,470.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-08-17,1591.96
2018-08-17,1591.96
2018-09-11,218.61
2018-09-11,218.61
2018-09-14,243.74
2018-09-25,600.0
2018-09-18,600.0
2018-09-21,279.0
2018-09-21,279.0
2018-09-12,799.5
2018-09-12,799.5
2018-09-12,799.5
2018-09-01,777.72
2018-09-01,777.72
2018-08-31,716.22
2018-08-31,716.22
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-12,814.97
2018-09-12,814.97
2018-09-12,814.97
2018-09-14,442.73
2018-09-14,442.73
2018-09-13,500.0
2018-09-13,500.0
2018-09-14,60.0
2018-09-14,60.0
2018-09-11,215.0
2018-09-11,215.0
2018-09-12,1100.0
2018-09-12,1100.0
2018-09-22,1578.11
2018-09-22,1578.11
2018-09-13,639.0
2018-09-13,639.0
2018-09-13,639.0
2018-09-13,173.49
2018-09-13,173.49
2018-09-13,173.49
2018-09-13,3357.080000000001
2018-09-13,3357.080000000001
2018-09-13,2319.94
2018-09-13,2319.94
2018-09-20,4324.39
2018-09-20,4324.39
2018-09-20,2331.37
2018-09-20,2331.37
2018-09-20,2331.38
2018-09-20,2331.38
2018-09-28,1978.47
2018-09-28,1978.47
2018-09-25,1707.4499999999996
2018-09-25,1707.4499999999996
2018-09-23,3906.28
2018-09-23,3906.28
2018-10-05,1765.86
2018-10-05,1765.86
2018-09-22,2250.85
2018-09-22,2250.85
2018-09-11,376.5
2018-09-11,376.5
2018-09-14,637.5
2018-09-14,637.5
2018-09-11,766.95
2018-09-11,766.95
2018-09-13,270.0
2018-09-13,270.0
2018-09-21,485.41
2018-09-21,485.41
2018-09-12,403.92
2018-09-12,403.92
2018-09-12,403.92
2018-09-15,1912.09
2018-09-15,1912.09
2018-09-17,567.5
2018-09-17,567.5
2018-09-17,768.53
2018-09-17,768.53
2018-09-18,409.05
2018-09-18,409.05
2018-09-17,185.98
2018-09-17,185.98
2018-09-18,658.1
2018-09-18,658.1
2018-09-18,339.17
2018-09-18,339.17
2018-09-20,1610.5
2018-09-20,1610.5
2018-09-20,1631.5
2018-09-20,1631.5
2018-09-19,243.4
2018-09-19,243.4
2018-09-20,1282.75
2018-09-20,1282.75
2018-09-21,375.0
2018-09-12,1328.78
2018-09-12,1328.78
2018-09-12,603.48
2018-09-12,603.48
2018-09-12,603.48
2018-09-12,603.48
2018-09-21,1677.5
2018-09-21,1677.5
2018-09-21,175.07999999999996
2018-09-21,403.53
2018-09-21,589.54
2018-09-21,589.54
2018-10-10,3675.32
2018-10-10,3675.32
2018-09-14,320.24
2018-09-14,320.24
2018-09-27,4708.480000000001
2018-09-27,4708.480000000001
2018-09-24,185.55
2018-09-24,185.55
2018-09-24,77.6
2018-09-24,77.6
2018-09-24,124.83
2018-09-24,124.83
2018-09-25,292.86
2018-09-25,292.86
2018-09-19,872.0
2018-09-19,872.0
2018-09-24,45.19
2018-09-24,45.19
2018-09-16,1430.0
2018-09-16,1430.0
2018-09-16,1430.0
2018-11-21,1864.69
2018-11-21,1864.69
2018-09-17,1430.0
2018-09-17,1430.0
2018-09-17,1430.0
2018-10-17,3960.0
2018-10-17,3960.0
2018-09-14,280.54
2018-09-14,280.54
2018-09-12,180.0
2018-09-12,180.0
2018-09-25,2052.34
2018-09-12,180.0
2018-09-12,180.0
2018-09-12,180.0
2018-09-14,770.0
2018-09-14,770.0
2018-09-12,170.71
2018-09-12,170.71
2018-09-18,261.0
2018-09-18,261.0
2018-09-12,360.0
2018-09-12,360.0
2018-09-13,268.0
2018-09-13,268.0
2018-09-12,310.0
2018-09-12,310.0
2018-09-12,310.0
2018-09-12,310.0
2018-09-13,289.0
2018-09-13,289.0
2018-09-12,289.0
2018-09-12,289.0
2019-02-04,1726.73
2019-02-04,1726.73
2018-09-13,310.0
2018-09-13,310.0
2019-02-11,1503.5
2019-02-11,1503.5
2018-09-12,327.89
2018-09-12,327.89
2018-09-12,263.54
2018-09-12,263.54
2018-09-12,223.52
2018-09-12,223.52
2018-09-14,278.52
2018-09-14,278.52
2018-09-14,278.52
2018-09-12,525.16
2018-09-12,525.16
2018-09-13,370.94
2018-09-13,370.94
2018-09-13,370.94
2018-09-13,370.94
2018-09-12,479.85
2018-09-12,479.85
2018-09-17,370.86
2018-09-17,370.86
2018-09-14,762.5
2018-09-14,762.5
2018-09-12,222.44
2018-09-12,222.44
2018-08-29,1402.15
2018-08-29,1402.15
2018-08-29,752.55
2018-08-29,752.55
2018-09-05,350.0
2018-09-05,350.0
2018-10-16,1250.0
2018-10-16,1250.0
2018-10-16,1250.0
2018-09-12,1125.0
2018-09-06,716.22
2018-09-06,716.22
2018-09-06,716.2
2018-09-06,716.2
2018-09-13,990.0
2018-09-14,990.0
2018-10-02,2593.17
2018-10-02,2593.17
2018-09-16,435.23
2018-09-16,435.23
2018-09-27,2553.09
2018-09-27,2553.09
2018-09-16,1654.81
2018-09-16,1654.81
2018-09-22,1724.61
2018-09-22,1724.61
2018-11-30,2686.63
2018-11-30,2686.63
2018-09-30,9581.14
2018-09-30,9581.14
2018-09-16,3701.9
